alg,fid,dim,iter,err
EAO,4,10,130,55.385238049757106
EAO,4,10,131,55.385238049757106
EAO,4,10,132,55.385238049757106
EAO,4,10,133,55.385238049757106
EAO,4,10,134,55.385238049757106
EAO,4,10,135,54.80698013096662
EAO,4,10,136,46.832187622105835
EAO,4,10,137,46.832187622105835
EAO,4,10,138,46.832187622105835
EAO,4,10,139,46.832187622105835
EAO,4,10,140,45.83774088153035
EAO,4,10,141,45.83774088153035
EAO,4,10,142,45.59782792802423
EAO,4,10,143,45.59782792802423
EAO,4,10,144,45.59782792802423
EAO,4,10,145,45.59782792802423
EAO,4,10,146,44.236800529649315
EAO,4,10,147,44.236800529649315
EAO,4,10,148,44.236800529649315
EAO,4,10,149,44.236800529649315
EAO,4,10,150,42.735648261385165
EAO,4,10,151,42.735648261385165
EAO,4,10,152,42.735648261385165
EAO,4,10,153,42.735648261385165
EAO,4,10,154,42.735648261385165
EAO,4,10,155,42.735648261385165
EAO,4,10,156,42.735648261385165
EAO,4,10,157,42.735648261385165
EAO,4,10,158,42.735648261385165
EAO,4,10,159,42.735648261385165
EAO,4,10,160,42.735648261385165
EAO,4,10,161,42.735648261385165
EAO,4,10,162,42.735648261385165
EAO,4,10,163,42.735648261385165
EAO,4,10,164,42.735648261385165
EAO,4,10,165,42.735648261385165
EAO,4,10,166,42.735648261385165
EAO,4,10,167,42.735648261385165
EAO,4,20,1,578.2806400965944
EAO,4,20,2,563.9580987641096
EAO,4,20,3,535.7701897040877
EAO,4,20,4,533.1474945297211
EAO,4,20,5,524.6213132847771
EAO,4,20,6,491.4948655134473
EAO,4,20,7,488.4275431299136
EAO,4,20,8,450.2461477761316
EAO,4,20,9,441.60279658444756
EAO,4,20,10,422.4569622025057
EAO,4,20,11,417.3847075520739
EAO,4,20,12,417.3847075520739
EAO,4,20,13,400.1769593222368
EAO,4,20,14,393.8310401639002
EAO,4,20,15,383.8616899359524
EAO,4,20,16,373.37426109971807
EAO,4,20,17,368.2270583602019
EAO,4,20,18,363.8568795794615
EAO,4,20,19,359.4514973844555
EAO,4,20,20,356.94793583639955
EAO,4,20,21,355.86738737033636
EAO,4,20,22,354.3381540011269
EAO,4,20,23,349.99429340203267
EAO,4,20,24,343.9898257369398
EAO,4,20,25,342.0022625006509
EAO,4,20,26,342.0022625006509
EAO,4,20,27,342.0022625006509
EAO,4,20,28,333.6689915169336
EAO,4,20,29,333.6689915169336
EAO,4,20,30,331.9675948777525
EAO,4,20,31,326.2771216857353
EAO,4,20,32,318.43131364247165
EAO,4,20,33,314.17100590008477
EAO,4,20,34,314.17100590008477
EAO,4,20,35,312.6563475492761
EAO,4,20,36,309.60185027963905
EAO,4,20,37,305.2914547932171
EAO,4,20,38,301.7109022094654
EAO,4,20,39,295.41890854995484
EAO,4,20,40,291.9409783655532
EAO,4,20,41,291.9409783655532
EAO,4,20,42,290.473047270478
EAO,4,20,43,290.473047270478
EAO,4,20,44,290.4672272195078
EAO,4,20,45,290.4672272195078
EAO,4,20,46,288.85089375043174
EAO,4,20,47,286.7149602368096
EAO,4,20,48,286.7149602368096
EAO,4,20,49,286.7149602368096
EAO,4,20,50,283.1019592752783
EAO,4,20,51,275.6014738218581
EAO,4,20,52,274.35762945149645
EAO,4,20,53,274.35762945149645
EAO,4,20,54,274.35762945149645
EAO,4,20,55,274.35762945149645
EAO,4,20,56,272.7079660102107
EAO,4,20,57,268.6017876422803
EAO,4,20,58,264.0809616685726
EAO,4,20,59,264.0809616685726
EAO,4,20,60,264.0809616685726
EAO,4,20,61,264.0809616685726
EAO,4,20,62,264.0809616685726
EAO,4,20,63,264.0809616685726
EAO,4,20,64,261.86498644716903
EAO,4,20,65,258.8031468166364
EAO,4,20,66,258.8031468166364
EAO,4,20,67,257.8577965701737
EAO,4,20,68,257.8577965701737
EAO,4,20,69,257.8577965701737
EAO,4,20,70,257.8577965701737
EAO,4,20,71,257.8577965701737
EAO,4,20,72,257.8577965701737
EAO,4,20,73,254.7430889552727
EAO,4,20,74,254.7430889552727
EAO,4,20,75,254.7430889552727
EAO,4,20,76,254.7430889552727
EAO,4,20,77,249.9082880377847
EAO,4,20,78,249.9082880377847
EAO,4,20,79,247.70327844888436
EAO,4,20,80,247.70327844888436
EAO,4,20,81,247.70327844888436
EAO,4,20,82,245.54914049946865
EAO,4,20,83,245.54914049946865
EAO,4,20,84,245.54914049946865
EAO,4,20,85,245.54914049946865
EAO,4,20,86,245.54914049946865
EAO,4,20,87,245.54914049946865
EAO,4,20,88,241.36405697412818
EAO,4,20,89,241.36405697412818
EAO,4,20,90,237.01830222461695
EAO,4,20,91,237.01830222461695
EAO,4,20,92,237.01830222461695
EAO,4,20,93,237.01830222461695
EAO,4,20,94,237.01830222461695
EAO,4,20,95,237.01830222461695
EAO,4,20,96,237.01830222461695
EAO,4,20,97,234.9998349138341
EAO,4,20,98,234.9998349138341
EAO,4,20,99,234.9998349138341
EAO,4,20,100,233.53103791813896
EAO,4,20,101,233.53103791813896
EAO,4,20,102,233.53103791813896
EAO,4,20,103,233.53103791813896
EAO,4,20,104,230.4133193419575
EAO,4,20,105,230.4133193419575
EAO,4,20,106,230.4133193419575
EAO,4,20,107,230.4133193419575
EAO,4,20,108,230.4133193419575
EAO,4,20,109,229.82962583111566
EAO,4,20,110,225.69275907279575
EAO,4,20,111,223.6852041887309
EAO,4,20,112,223.6852041887309
EAO,4,20,113,223.6852041887309
EAO,4,20,114,221.97008139479652
EAO,4,20,115,221.97008139479652
EAO,4,20,116,221.78559254776832
EAO,4,20,117,221.78559254776832
EAO,4,20,118,220.90063798667177
EAO,4,20,119,220.90063798667177
EAO,4,20,120,220.90063798667177
EAO,4,20,121,220.90063798667177
EAO,4,20,122,220.90063798667177
EAO,4,20,123,220.90063798667177
EAO,4,20,124,220.90063798667177
EAO,4,20,125,220.90063798667177
EAO,4,20,126,220.90063798667177
EAO,4,20,127,215.1317060524658
EAO,4,20,128,213.43615112416273
EAO,4,20,129,211.15169214007858
EAO,4,20,130,211.15169214007858
EAO,4,20,131,211.15169214007858
EAO,4,20,132,211.15169214007858
EAO,4,20,133,211.15169214007858
EAO,4,20,134,211.15169214007858
EAO,4,20,135,208.74939879032286
EAO,4,20,136,208.74939879032286
EAO,4,20,137,208.74939879032286
EAO,4,20,138,208.74939879032286
EAO,4,20,139,208.74939879032286
EAO,4,20,140,208.74939879032286
EAO,4,20,141,208.74939879032286
EAO,4,20,142,208.74939879032286
EAO,4,20,143,207.07488284966882
EAO,4,20,144,207.07488284966882
EAO,4,20,145,204.55061390386635
EAO,4,20,146,204.55061390386635
EAO,4,20,147,204.55061390386635
EAO,4,20,148,204.55061390386635
EAO,4,20,149,204.55061390386635
EAO,4,20,150,204.55061390386635
EAO,4,20,151,204.55061390386635
EAO,4,20,152,204.55061390386635
EAO,4,20,153,204.55061390386635
EAO,4,20,154,204.55061390386635
EAO,4,20,155,204.55061390386635
EAO,4,20,156,204.55061390386635
EAO,4,20,157,204.55061390386635
EAO,4,20,158,204.55061390386635
EAO,4,20,159,204.55061390386635
EAO,4,20,160,202.28187783475596
EAO,4,20,161,201.98096940784978
EAO,4,20,162,201.98096940784978
EAO,4,20,163,201.09685060837853
EAO,4,20,164,201.09685060837853
EAO,4,20,165,201.09685060837853
EAO,4,20,166,201.09685060837853
EAO,4,20,167,201.09685060837853
EAO,6,10,1,603190680.2119291
EAO,6,10,2,319658929.1563796
EAO,6,10,3,199875791.24087435
EAO,6,10,4,132202030.73717149
EAO,6,10,5,64811810.580848426
EAO,6,10,6,45456988.39098208
EAO,6,10,7,39308863.484970935
EAO,6,10,8,20291626.318848114
EAO,6,10,9,19095667.41860734
EAO,6,10,10,12227481.405617714
EAO,6,10,11,7871864.660112874
EAO,6,10,12,3857388.4089898337
EAO,6,10,13,3329142.3974830513
EAO,6,10,14,2703811.0096017383
EAO,6,10,15,2057094.666380752
EAO,6,10,16,1626626.6200628667
EAO,6,10,17,1424098.623657837
EAO,6,10,18,1159723.1606578715
EAO,6,10,19,709070.1400964716
EAO,6,10,20,401976.3922615254
EAO,6,10,21,361951.52635789255
EAO,6,10,22,311665.33385009575
EAO,6,10,23,196134.64064920516
EAO,6,10,24,159099.80560114648
EAO,6,10,25,147736.84153204536
EAO,6,10,26,115432.17372651151
EAO,6,10,27,89480.97074141109
EAO,6,10,28,85127.02825287695
EAO,6,10,29,73880.18942795393
EAO,6,10,30,58673.057493136395
EAO,6,10,31,54078.73948673306
EAO,6,10,32,47562.08990094058
EAO,6,10,33,40574.78282902733
EAO,6,10,34,33990.69073624704
EAO,6,10,35,33584.636890109774
EAO,6,10,36,30614.629205213263
EAO,6,10,37,26507.529714723572
EAO,6,10,38,25993.52565319145
EAO,6,10,39,24944.278240076106
EAO,6,10,40,21541.26210409929
EAO,6,10,41,19778.271580886445
EAO,6,10,42,16253.276057372852
EAO,6,10,43,15777.941512859095
EAO,6,10,44,14280.518197443665
EAO,6,10,45,12898.625293706886
EAO,6,10,46,12540.130982695906
EAO,6,10,47,11540.424832262694
EAO,6,10,48,11073.988148006641
EAO,6,10,49,9759.620550889562
EAO,6,10,50,9146.586447963626
EAO,6,10,51,8437.862893334495
EAO,6,10,52,7906.278935808475
EAO,6,10,53,7253.524872526259
EAO,6,10,54,7253.524872526259
EAO,6,10,55,7123.4105392862175
EAO,6,10,56,6832.545482104983
EAO,6,10,57,6432.260836998155
EAO,6,10,58,6000.081037867712
EAO,6,10,59,5988.846105556887
EAO,6,10,60,5869.702906377874
EAO,6,10,61,5594.281848094925
EAO,6,10,62,5489.777777833502
EAO,6,10,63,5489.777777833502
EAO,6,10,64,5365.260765595545
EAO,6,10,65,5285.946104327157
EAO,6,10,66,5121.508984489953
EAO,6,10,67,5093.7302093427825
EAO,6,10,68,4895.655953711212
EAO,6,10,69,4895.655953711212
EAO,6,10,70,4860.658243422735
EAO,6,10,71,4824.555546956199
EAO,6,10,72,4792.430456976101
EAO,6,10,73,4738.4706391675045
EAO,6,10,74,4709.151913004613
EAO,6,10,75,4692.280758989231
EAO,6,10,76,4680.658397794819
EAO,6,10,77,4673.081432932605
EAO,6,10,78,4655.004989227984
EAO,6,10,79,4596.996313193806
EAO,6,10,80,4578.934613526924
EAO,6,10,81,4539.591121384045
EAO,6,10,82,4492.641392893249
EAO,6,10,83,4486.857562979048
EAO,6,10,84,4460.4288833779665
EAO,6,10,85,4458.248034741876
EAO,6,10,86,4445.6264170625
EAO,6,10,87,4444.6290698503335
EAO,6,10,88,4421.83151899873
EAO,6,10,89,4421.83151899873
EAO,6,10,90,4397.60265653866
EAO,6,10,91,4397.60265653866
EAO,6,10,92,4388.784331938512
EAO,6,10,93,4376.549400244374
EAO,6,10,94,4368.845695221606
EAO,6,10,95,4362.171054165978
EAO,6,10,96,4346.759097293195
EAO,6,10,97,4339.446673110225
EAO,6,10,98,4331.195337054756
EAO,6,10,99,4330.5456901113685
EAO,6,10,100,4303.7018400469615
EAO,6,10,101,4289.231587122934
EAO,6,10,102,4280.891578696963
EAO,6,10,103,4260.455165194214
EAO,6,10,104,4250.392595152642
EAO,6,10,105,4250.392595152642
EAO,6,10,106,4236.256434529771
EAO,6,10,107,4205.895178156433
EAO,6,10,108,4187.300196404747
EAO,6,10,109,4166.172274683037
EAO,6,10,110,4147.52329910461
EAO,6,10,111,4080.1341642609455
EAO,6,10,112,4052.6116914913655
EAO,6,10,113,4004.679370823967
EAO,6,10,114,3933.0711205096127
EAO,6,10,115,3903.211462574244
EAO,6,10,116,3889.6954952223073
EAO,6,10,117,3876.7170815145296
EAO,6,10,118,3857.174209545862
EAO,6,10,119,3841.832153229201
EAO,6,10,120,3837.2491116468436
EAO,6,10,121,3805.6532136577275
EAO,6,10,122,3805.6532136577275
EAO,6,10,123,3767.8918053855746
EAO,6,10,124,3765.307344202151
EAO,6,10,125,3751.088944336002
EAO,6,10,126,3743.1593410498463
EAO,6,10,127,3733.096928154621
EAO,6,10,128,3715.985286432652
EAO,6,10,129,3700.4335977837914
EAO,6,10,130,3686.1471869064276
EAO,6,10,131,3623.8052894020248
EAO,6,10,132,3585.2030592461433
EAO,6,10,133,3513.5845343700266
EAO,6,10,134,3482.8120433724907
EAO,6,10,135,3458.576155638014
EAO,6,10,136,3370.062656377779
EAO,6,10,137,3352.784072885568
EAO,6,10,138,3317.8534157408744
EAO,6,10,139,3257.9484110407193
EAO,6,10,140,3241.4149782067066
EAO,6,10,141,3217.2232002245923
EAO,6,10,142,3110.8132285682873
EAO,6,10,143,2959.653631531135
EAO,6,10,144,2957.379293955843
EAO,6,10,145,2937.388887000037
EAO,6,10,146,2929.5663916899593
EAO,6,10,147,2901.1219104821507
EAO,6,10,148,2770.5030749028806
EAO,6,10,149,2750.4395808177774
EAO,6,10,150,2745.605980087441
EAO,6,10,151,2737.538584815892
EAO,6,10,152,2726.7924065849143
EAO,6,10,153,2718.9310206145046
EAO,6,10,154,2701.372707514899
EAO,6,10,155,2686.5424474964707
EAO,6,10,156,2659.8516250302305
EAO,6,10,157,2639.7134135945716
EAO,6,10,158,2628.2795129701576
EAO,6,10,159,2595.372743705994
EAO,6,10,160,2539.164816278681
EAO,6,10,161,2477.508128387207
EAO,6,10,162,2442.6404841813082
EAO,6,10,163,2351.5695363548475
EAO,6,10,164,2300.680406237311
EAO,6,10,165,2174.758184389148
EAO,6,10,166,2146.68770616492
EAO,6,10,167,2145.1525298338265
EAO,6,20,1,5797380645.513131
EAO,6,20,2,4952449458.959959
EAO,6,20,3,3496237479.557301
EAO,6,20,4,2916292502.8201017
EAO,6,20,5,2580953282.932357
EAO,6,20,6,1963781100.6704974
EAO,6,20,7,1477071220.5772722
EAO,6,20,8,1387254883.6519709
EAO,6,20,9,1049194560.589654
EAO,6,20,10,993509419.6159314
EAO,6,20,11,813652455.925267
EAO,6,20,12,726800222.171195
EAO,6,20,13,603849716.732365
EAO,6,20,14,471272792.3062345
EAO,6,20,15,360446073.3495962
EAO,6,20,16,321565977.6897138
EAO,6,20,17,286607829.38057446
EAO,6,20,18,248678089.9926355
EAO,6,20,19,192888382.43085462
EAO,6,20,20,152398866.49218398
EAO,6,20,21,136032214.5712701
EAO,6,20,22,112442434.26522924
EAO,6,20,23,94191131.0914819
EAO,6,20,24,76481992.81540951
EAO,6,20,25,56155062.76315732
EAO,6,20,26,42339010.577940494
EAO,6,20,27,37558513.672988415
EAO,6,20,28,30933428.498890415
EAO,6,20,29,25674944.795999296
EAO,6,20,30,18942081.382440023
EAO,6,20,31,14529709.73053116
EAO,6,20,32,11724154.622336105
EAO,6,20,33,9541394.338769
EAO,6,20,34,6988544.049053984
EAO,6,20,35,6006950.300838172
EAO,6,20,36,4884877.730411426
EAO,6,20,37,3624526.385109232
EAO,6,20,38,2817476.5375262583
EAO,6,20,39,2470365.6063685184
EAO,6,20,40,1676012.5950249129
EAO,6,20,41,1374758.304070567
EAO,6,20,42,1184058.3241480682
EAO,6,20,43,1121767.2482065875
EAO,6,20,44,884948.5015676469
EAO,6,20,45,703427.7175632312
EAO,6,20,46,514660.1227898218
EAO,6,20,47,424554.0078375208
EAO,6,20,48,293364.5299418806
EAO,6,20,49,233190.48085412342
EAO,6,20,50,205059.87060557536
EAO,6,20,51,163498.10888478562
EAO,6,20,52,135181.12107106333
EAO,6,20,53,125827.25841035295
EAO,6,20,54,106970.31409647176
EAO,6,20,55,98106.44352014178
EAO,6,20,56,90356.5823979714
EAO,6,20,57,81716.56664320746
EAO,6,20,58,74128.19103360361
EAO,6,20,59,68758.00541154004
EAO,6,20,60,66228.1352579403
EAO,6,20,61,62269.975889504785
EAO,6,20,62,59414.6382886021
EAO,6,20,63,59085.1353933786
EAO,6,20,64,56231.781768396584
EAO,6,20,65,53992.28103295437
EAO,6,20,66,53636.6096590176
EAO,6,20,67,53515.45810902673
EAO,6,20,68,52878.56313907965
EAO,6,20,69,52762.345947945025
EAO,6,20,70,52737.920445349504
EAO,6,20,71,52533.48201988609
EAO,6,20,72,52267.59674984165
EAO,6,20,73,51867.32356952451
EAO,6,20,74,51837.37977262009
EAO,6,20,75,51396.29913199852
EAO,6,20,76,51315.70613973114
EAO,6,20,77,51235.63381023129
EAO,6,20,78,51183.27257543579
EAO,6,20,79,51134.11308897976
EAO,6,20,80,51134.11308897976
EAO,6,20,81,51084.950452119585
EAO,6,20,82,51046.516985103095
EAO,6,20,83,51028.97936085947
EAO,6,20,84,51009.35569056799
EAO,6,20,85,50535.14531036101
EAO,6,20,86,50373.955206520564
EAO,6,20,87,50330.44293054802
EAO,6,20,88,50089.29826352763
EAO,6,20,89,49836.507609972046
EAO,6,20,90,49778.54395116912
EAO,6,20,91,49767.96150522776
EAO,6,20,92,49757.84736078259
EAO,6,20,93,49645.425018777736
EAO,6,20,94,49609.75812221694
EAO,6,20,95,49597.1872873577
EAO,6,20,96,49547.205106386944
EAO,6,20,97,49540.387089050724
EAO,6,20,98,49507.8343092796
EAO,6,20,99,49488.532732991865
EAO,6,20,100,49483.81271667075
EAO,6,20,101,49472.816777339984
EAO,6,20,102,49459.33790388198
EAO,6,20,103,49446.808224114015
EAO,6,20,104,49443.82281312009
EAO,6,20,105,49421.455596375934
EAO,6,20,106,49411.54532970001
EAO,6,20,107,49399.32785046552
EAO,6,20,108,49375.93070700914
EAO,6,20,109,49366.923973298726
EAO,6,20,110,49343.612544499534
EAO,6,20,111,49334.27170680191
EAO,6,20,112,49331.87132078247
EAO,6,20,113,49269.17045625592
EAO,6,20,114,49219.660514546784
EAO,6,20,115,49202.413613364144
EAO,6,20,116,49197.5367149402
EAO,6,20,117,49144.37762087614
EAO,6,20,118,49118.18922414756
EAO,6,20,119,49098.68482602861
EAO,6,20,120,49050.61724682076
EAO,6,20,121,49032.701116043776
EAO,6,20,122,48995.80010502313
EAO,6,20,123,48975.3608621632
EAO,6,20,124,48949.230120920314
EAO,6,20,125,48916.40872712481
EAO,6,20,126,48903.27137325273
EAO,6,20,127,48898.81913266725
EAO,6,20,128,48855.93078334996
EAO,6,20,129,48816.218720602745
EAO,6,20,130,48742.17192827551
EAO,6,20,131,48663.920460850815
EAO,6,20,132,48580.91852816272
EAO,6,20,133,48426.17240351581
EAO,6,20,134,48362.29012417907
EAO,6,20,135,48354.97820709865
EAO,6,20,136,48329.912850311535
EAO,6,20,137,48320.485438504475
EAO,6,20,138,48316.70458408661
EAO,6,20,139,48251.83177228665
EAO,6,20,140,48234.039392173945
EAO,6,20,141,48126.23099056304
EAO,6,20,142,48066.5594452888
EAO,6,20,143,48009.59789605975
EAO,6,20,144,47967.479448316546
EAO,6,20,145,47938.46605964792
EAO,6,20,146,47920.08945964149
EAO,6,20,147,47877.5451840541
EAO,6,20,148,47796.10691100519
EAO,6,20,149,47743.51746307849
EAO,6,20,150,47735.79323945265
EAO,6,20,151,47717.64822297396
EAO,6,20,152,47697.25851989061
EAO,6,20,153,47692.122511544585
EAO,6,20,154,47681.97160457338
EAO,6,20,155,47681.81270271995
EAO,6,20,156,47638.46990037269
EAO,6,20,157,47572.69592040851
EAO,6,20,158,47565.129755777285
EAO,6,20,159,47558.038142372345
EAO,6,20,160,47550.34239226271
EAO,6,20,161,47547.00543823915
EAO,6,20,162,47545.58337789927
EAO,6,20,163,47530.407130251704
EAO,6,20,164,47521.86371143503
EAO,6,20,165,47516.02579990492
EAO,6,20,166,47448.71620315647
EAO,6,20,167,47448.38463872522
EAO,7,10,1,1752.6951251809494
EAO,7,10,2,1319.012375083741
EAO,7,10,3,1049.338807148486
EAO,7,10,4,995.0080252264784
EAO,7,10,5,776.2171580285308
EAO,7,10,6,529.4986659340725
EAO,7,10,7,485.0717976316296
EAO,7,10,8,415.24854491479914
EAO,7,10,9,410.5802762618707
EAO,7,10,10,392.6520464976313
EAO,7,10,11,346.594033498787
EAO,7,10,12,315.42417560892454
EAO,7,10,13,296.93553087630676
EAO,7,10,14,286.90463740035125
EAO,7,10,15,268.8916927343878
EAO,7,10,16,268.8916927343878
EAO,7,10,17,265.4662863324752
EAO,7,10,18,224.41362107619534
EAO,7,10,19,214.7143329681055
EAO,7,10,20,213.49966222688363
EAO,7,10,21,204.2474657035359
EAO,7,10,22,190.3106590575171
EAO,7,10,23,180.58083149734375
EAO,7,10,24,163.58252544007837
EAO,7,10,25,160.4332502936868
EAO,7,10,26,154.23099532447532
EAO,7,10,27,147.1127736597955
EAO,7,10,28,147.1127736597955
EAO,7,10,29,146.64060540295554
EAO,7,10,30,144.43856163383657
EAO,7,10,31,137.19300659585338
EAO,7,10,32,122.4088756748506
EAO,7,10,33,114.43662888570657
EAO,7,10,34,106.25950588085107
EAO,7,10,35,104.73238850018402
EAO,7,10,36,104.73238850018402
EAO,7,10,37,102.63674944605668
EAO,7,10,38,96.39452192462409
EAO,7,10,39,92.64479216772793
EAO,7,10,40,89.8308705769416
EAO,7,10,41,76.0918495578519
EAO,7,10,42,74.22149937491304
EAO,7,10,43,70.88147769804164
EAO,7,10,44,70.88147769804164
EAO,7,10,45,69.42362552052123
EAO,7,10,46,69.42362552052123
EAO,7,10,47,66.30791852620064
EAO,7,10,48,65.29437455727384
EAO,7,10,49,64.59818190927422
EAO,7,10,50,63.87085105711776
EAO,7,10,51,63.87085105711776
EAO,7,10,52,63.87085105711776
EAO,7,10,53,63.87085105711776
EAO,7,10,54,63.35462549281283
EAO,7,10,55,62.14308212413357
EAO,7,10,56,59.458819137801584
EAO,7,10,57,57.67229978625119
EAO,7,10,58,57.67229978625119
EAO,7,10,59,57.535903997599235
EAO,7,10,60,56.94827553033247
EAO,7,10,61,56.94827553033247
EAO,7,10,62,56.017535257936515
EAO,7,10,63,54.73069389037255
EAO,7,10,64,52.52577533390877
EAO,7,10,65,51.69874558597871
EAO,7,10,66,51.203861956160836
EAO,7,10,67,51.203861956160836
EAO,7,10,68,50.9223261546681
EAO,7,10,69,49.89812028253914
EAO,7,10,70,48.74932399402701
EAO,7,10,71,46.871784889569994
EAO,7,10,72,46.871784889569994
EAO,7,10,73,46.871784889569994
EAO,7,10,74,46.340792068073256
EAO,7,10,75,46.340792068073256
EAO,7,10,76,46.340792068073256
EAO,7,10,77,46.340792068073256
EAO,7,10,78,46.340792068073256
EAO,7,10,79,45.77343025841219
EAO,7,10,80,45.42583766469579
EAO,7,10,81,44.55161529462953
EAO,7,10,82,44.55161529462953
EAO,7,10,83,44.55161529462953
EAO,7,10,84,44.55161529462953
EAO,7,10,85,44.55161529462953
EAO,7,10,86,44.182975452403525
EAO,7,10,87,44.14038535459588
EAO,7,10,88,43.71014549104132
EAO,7,10,89,43.54242370258419
EAO,7,10,90,43.235482932809305
EAO,7,10,91,43.235482932809305
EAO,7,10,92,42.61956212185862
EAO,7,10,93,42.61956212185862
EAO,7,10,94,42.61956212185862
EAO,7,10,95,41.265285085769165
EAO,7,10,96,40.7379245329638
EAO,7,10,97,40.7379245329638
EAO,7,10,98,40.7379245329638
EAO,7,10,99,40.427763453946795
EAO,7,10,100,40.427763453946795
EAO,7,10,101,40.292365495066974
EAO,7,10,102,39.757128509999234
EAO,7,10,103,39.26614992587463
EAO,7,10,104,39.26614992587463
EAO,7,10,105,39.26614992587463
